medicines,Disease,symptoms
Doshavaishamyam,VAIKRUTAKAPAH,"looseness/laxity of body, emaciation, lethargy, inability to perform sexual act/impotence, non cognizance, confusion/delirium"
Dhatuvaishamyam,RASAKSHAYAH,"shaking, intolerance to high frequency sound, palpitation of heart, sharp pain, palpitation on little exertion, precordial pain/cardiac pain, tremors, absence of mind/feeling of emptyness in body, thirst, dryness/wasting/emaciation, palpitation, tiredness on little exertion/dyspnoea on exertion, dryness, fatigue in mind and body"
,RASAVRUDDHIH,"nausea, excessive salivation, tastelessness, distaste of mouth, nausea, obstruction in srotasa, aversion for eating sweet food, generalised bodyache, diseases caused by kapha, white discolouration, coldness, obesity, lethargy, heaviness, exhaustion or tirednes to body /inability to perform physical activities, obstruction in srōtas/obstruction to flow of rasa, syncope/attacks of swooning, excessive sleep, drowsiness/lassitude, breathlessness/difficult breathing, cough, diminution of agni (digestive power), loosening /dislocation of joints, flaccidity/laxity in body parts"
,RAKTAKSHAYAH,"rough/dry skin, cracked skin, faded skin/lustreless skin, dryness of skin, pray for/desire for/liking of sour taste, pray for/desire for/liking for cold, laxity of vessels/tortous vessels, dryness"
,RAKTAVRUDDHIH,"redness of skin/body parts, reddish coloured eyes, fullness of blood vessels, skin disease, spreading cellulitis/erysipelas, papules/eruptions, irregular or excessive menstruation, redness/inflammation of eyes- conjuctivitis, redness/inflammation of mouth- stomatitis, redness/inflammation of penis- balanitis, redness/inflammation of anus- proctitis, plīha (spleenomegaly), palpable glandular enlargment in abdomen/abdominal lump, abscess, blackish patches on face, clinical features of jaundice, loss of agni (digestive power), feels as entering into darkness, clinical features of vātarakta, diseases caused by pitta, unconsciousness/confusion, urine with blood, blood coloured urine/hematuria, clinical features of raktapitta, inflammation of gums/gingivitis, clinical features of jaundice"
,VATIKARAKTADUSHTIH,"slight red colour blood, clear blood, frothy blood, thin/dilute blood or less in quantity, black colour, blood having less viscocity, fast flowing blood, blood which dont coagulate, dark brown colour, clear blood, blood having less unctuousness, blood with astringent taste, blood with metallic smell, blood with speedy oozing, blood with subnormal temperature"
,PAITTIKARAKTADUSHTIH,"blood with yellow discoluration, blackish coloured blood, delayed coagulation because of hotness, blood with bluish tinge, blood with greenish tinge, dark brown coloured, blood with smell of raw meat, not favourable for ants/flies, bees because of kaṭu rasa, not coagulates because of hotness, soot/smoky coloured blood, fishy smell of blood, blood with shiny appearance/particles, blood resembling to cows urine"
,SLAISHMIKARAKTADUSHTIH,"yellowish-white coloured blood, slimy in nature, thready (filamentous) appearance of blood, blood with thick consistency, blood as solution of red ochre/gairika, unctuous nature, blood which is cold in touch, thick, volumnious blood, blood which oozes for long time/delayed coagulation, thick blood as muscle fibres, blood having colour of flower of kōvidara, (bauhinia variegata)., blood which clots easily, blood which blocks the orifice of the wound, blood having salty taste, blood with smell of vasa (muscle fat)"
,SANNIPATIKARAKTADUSHTIH,"blood with colour of gruel, blood with very bad odour, coppery blue coloure blood, impure blood, turbid blood"
,MAMSAKSHAYAH,"wasting of hips, wasting of neck, wasting of abdomen, wasting of cheeks/whole side of the face including the temple, wasting/dryness of lips, wasting, dryness of genitals/penis, wasting of thighs, wasting of chest, wasting of armpits/axilla, wasting of calf, dryness, pricking pain, exhaustion or tiredness of body, flabbiness of arteries, lazy eyes/eye fatigue, splitting type of pain in joints"
,MAMSAVRUDDHIH,"hypertrophy/enlargement of hips, hypertrophy/enlargement of cheeks, whole side of the face including the temple, hypertrophy/enlargement of lips, hypertrophy/enlargement of genitals, penis, hypertrophy/enlargement of thighs, hypertrophy/enlargement of arms, enlargement of abdomen, hypertrophy/enlargement of calf, heaviness of limbs, heaviness of hips, heaviness of cheeks, heaviness of lips, heaviness of arms, heaviness of abdomen, heaviness of thighs, heaviness of calf, diseases of palate, diseases of tongue, diseases of kantha/throat, glandular swelling in jaw, neck and throat region /goitre, series of nodules in neck region, tumor, glandular swelling, diseases of kapha and rakta, hypertrophy of māṁsa in kaṇṭha (throat and neck region)"
,MEDAHKSHAYAH,"breaking/splitting type of pain, fatigue in mind and body, eye stress, sunken abdomen, spleenomegaly, hollowness felling in joints, dryness of body parts, desire for fatty meat, numbness in low back, emaciation, exhaustion/fatigue, dryness/wasting/emaciation, signs symptoms of depletion of māṁsa"
,MEDOVRUDDHIH,"unctuousness of body parts, pendulous fatty enlargment of abdomen, fatty deposition in flanks, cough, difficulty/hard breathing, dyspnoea on little exertion, bad odour, prodromal signs of pramēha, complications of obesity, diseases of kapha and rakta, signs and symptoms of enlargment/hypertrophy of māṁsa, exhaustion/fatigue, pendulous fatty enlargment of hips, pendulous fatty enlargment of breasts"
,ASTHIKSHAYAH,"scalp hair fall/thinning, body hair fall/thinning, nail fall/thinning, beard/mustache fall/thinning, teeth fall/decaying, exhaustion/fatigue, dislocation of joint/lax joints, pain in the bones, cracked teeth, cracked nail, dryness, roughness/dryness, pricking type of pain in the bones, desire to eat bony-meat"
,ASTHIVRUDDHIH,"exessive growth of bones/bone growing over another, exessive growth of teeth/redundant tooth which grows over another"
,MAJJAKSHAYAH,"decaying, weakness, lightness, repeatedly affliction with vāta rōga, less quantity of semen /śukra, breaking type of pain in small joints, pricking/pierceing type of pain of the bone, feeling of emptiness in bones, porousness of bones, giddiness or dizziness, black out"
,MAJJAVRUDDHIH,"heavyness of the whole body, heavyness of the eyes, redness of eyes, redness of body, furuncles at the base of small joints"
,SUKRAKSHAYAH,"weakness or loss of physical strength, dryness of mouth, pallor/pale colour of body parts, exhaustion or tiredness to body and mind, exhaustion/fatigue, inability to perform sexual act/impotence, not able to ejaculate semen/suppression of semen, penile pain, scrotal pain/severe pain in scrotum, inability to perform sexual act, delayed ejaculation, semen with little blood on ejaculation/impure?, blackout, pricking type of pain in scrotum, smoky sensation in penis"
,SUKRAVRUDDHIH/SUKRADHIKYAM,"seminal calculi/precipitated semen as calculus, exessive ejaculation of semen, excessive desire of intercouse with women"
,ARTAVAKSHAYAH,"menstruation not on proper time/metrorrhagia, scanty menstrual flow, pain in yōni (vagina)"
,ARTAVAVRUDDHIH,"generalised bodyache, excessive menstrual bleeding/menorrhagia, bad odour"
,STANYAKSHAYAH,"emaciated breast /absence of charm of breasts, supression of lactation, reduced lactation"
,STANYAVRUDDHIH,"fully extended/large breast, frequent lactation, pricking pain"
,OJAKSHAYAH,"fear, loss of physical strength or weakness, constantly thinking, distressed sense organs/sense organs not able to perform properly, diminished complexion, lack mental strength, dry, wasted/dried up/emaciated, syncope/attacks of swooning, extreme wasting of muscles/diminution of muscle mass, confusion/delirium, excess talking/irrelevant speech/incoherent speech, death"
,OJA-VISRAMSAH,"loosening /dislocation of joints, exhaustion or tiredness of body, depletion of dōṣa, supression of activities"
,OJA-VYAPAT,"stiffness of the body, heaviness of limbs, swelling caused by vāta, discoluration viz. white etc., fatigue in mind and body, drowsiness/lassitude, sleep"
,RAJAYAKSHMA-PURVARUPAM,"cold, catarrh, sneezing/excessive sneezing, salivation/kapha oozing out, sweet taste in mouth, disinclination for food, effort while eating, finds fault in perfect things, clear things seeing as dirty/ perceives the clear/pure things as not so, nausea after food, frequent vomiting of food while eating, oedema on face and legs, looks frequently at self arms, pallor of eyes, curious about measuring own arms/measurement of arms, excessive desire to mate with female/wishing for sexual pleasures, mercilessness or cruel disposition, awarm feeling towards others, disgusted appearance, frequent dreams of waterbodies without water, village/town/cities without people, forests with dried/or burning/fallen trees, contact of lizard, peacock, monkey, parrot, snake, crow, owl; riding on horse, camel, donkey, pig and going on heaps of hair, bone, ash, husk, burning coal, weakness, depletion of mamsa dhatu- physical strength, diminution of bala despite of food intake, desire to consume alchohol, desire to eat meat, fond of covering the head with hands, , extra growth of hairs, extra growth of nails, breathlessness/difficult breathing, cough, exhaustion or tirednes to body /inability to perform physical activities, dryness of palate, vomiting, diminution of agni (digestive power), intoxication, cold, catarrh, pallor, sleep, hiding of head"
,SAHASAJA-RAJAYAKSHMA,"headache, hoarseness of voice, cough, hoarseness of voice, tastelessness, pain in sides of chest/flanks, diarrhoea/loose motions, yawning, fever, pain in the chest, spitting out phlegm along with blood, patient suffers from unbearable pain in his chest due to the pulmonary trauma, generalised bodyache, palpitation and pain in cardiac region, sunken voice, breathlessness/difficult breathing, cold, catarrh, weakness"
,VEGARODHAJA-RAJAYAKSHMA,"cold, catarrh, cough, hoarseness of voice, tastelessness, pain in sides of chest/flanks, headache, fever, crushing type of pain in shoulders, generalised bodyache, frequent vomiting, diarrhoea/loose motions, depletion of purisha/feces, irritation in the throat, irritation in chest, breathlessness/difficult breathing"
,VISHAMASANAJA-RAJAYAKSHMA,"cold, catarrh, exessive salivation, cough, vomiting, tastelessness, fever, burning sensation in shoulders/scapula, hemoptysis, pain in sides of chest/flanks, headache, hoarseness of voice, colicky pain in the abdomen, generalised bodyache, hoarseness of voice, crushing type of pain in shoulders, diarrhoea, burning sensation inside the body, heaviness of the head, traumatic chest/pulmonary trauma, weakness"
,KSHAYAJA-RAJAYAKSHMA,"dislocation of joint/lax joints, dryness, cold, catarrh, fever, cough, generalised bodyache, headache, breathlessness/difficult breathing, altered stools/loose motions, tastelessness, pain in sides of chest/flanks, diminution of voice/loss of voice, burning sensation in shoulders/scapular region, weakness, depletion /drying up of mamsa/rakta, crushing type of pain in shoulders, hoarseness of voice, delayed digestion/indigestion, breathlessness/difficult breathing, hoarseness of voice, traumatic chest/pulmonary trauma, hemoptysis"
,VYAVAYAJANYARAJAYAKSHMA,"pallor, signs of depletion of śukra dhātu, depletion of earlier dhātu"
,SOKAJANYARAJAYAKSHMA,"always in thoughtful mood, flaccidity/laxity, pallor"
,VARDHAKYAJANYARAJAYAKSHMA/JARASOSHAH,"emaciated/thin /malnourished, having little virility/energy, mental dullness/stupid, reduced physical strength, decreased ability of sense organs, tremors, tastelessness/afflicted with tastelessness, voice resembles the sound produced by a crackled bell metal pot, spits minimal phlegm, afflicted with heaviness, watery discarge from the mouth, watery discarge from the nose, watery discharge from eyes, dull appearance, passes dry faeces, severe distress/dicontent/restlessness"
,VYAYAMAJANYARAJAYAKSHMA,"pain in the chest, haematemesis, typical type of or excessive cough, haematuria, stiffness in sides of chest, stiffness of back, stiffness of the lumbar region/lowback, clinical features of traumatic chest/pulmonary trauma (consumption) without injury"
,ADHVAJANYA-RAJAYAKSHMA/SOSHA,"flaccidity/laxity, fading colour, numbness of limbs, dryness of klōma, throat, face"
,VRANAJANYARAJAYAKSHMA,"diminution of rakta, pain"
,URAHKSHATAJANYARAJAYAKSHMA,"blood discharge from traumatic chest/pulmonary trauma, pus discharge from traumatic chest /pulmonary trauma, mucus discharge from traumatic chest/pulmonary trauma, yellowish expectoration while coughing, expectoration of blood while coughing, blackish expectorant while coughing, reddish brown coloured expectorant while coughing, chest is felt to be warm/hot, faints due to exessive pain, foul odour from mouth/hallitosis, foul odour emitted from breath, altered colour/complexion of body, hoarseness of voice"
,VATIKARAJAYAKSHMA,"hoarseness of voice/any defect in speaking, pain in shoulders, pain in sides of chest/flanks, contraction of shoulders, contraction of flanks, headache, crushing type of pain in shoulders, generalised bodyache, hoarseness of voice, altered voice"
,PAITTIKARAJAYAKSHMA,"fever, burning sensation, haemoptysis, diarrhoea, burning in feet, burning in shoulders, burning in palms, bad smell of the mouth, intoxication"
,KAPAJARAJAYAKSHMA,"vomiting, heaviness of head, heaviness in the body, excessive salivation, cold, catarrh, breathlessness/difficult breathing, loss of voice, diminution of agni/reduced digestive power"
,ASADHYA-RAJAYAKSHMA/ASADHYASOSHA,"eats more quantity food, debilitated, afflicted with diarrhoea, swelling of scrotum, enlargement/swelling of abdomen, whitish discolouration of eyes, person having aversion towards food, afflicted with shortness of breathing, polyuria with dysuria"
